Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
MID,"pocahontas, come with me. you are the daughter of the chief. it is time to take your place among our people. even the wild mountain stream must someday join the big river. as the river cuts his path though the river's proud and strong he will choose the smoothest course that's why rivers live so long they're steady as the steady beating drum your mother wore this for our wedding. it was her dream to see you wear it at your own. it suits you. ",NON-P,Pocahontas ,powhatan ,1995,103
MID,"he wants me to be steady. . . like the river. but it's not steady at all. what i love most about rivers is you can't step in the same river twice the water's always changing, always flowing but people, i guess, can't live like that we all must pay a price to be safe we lose our chance of ever knowing what's around the riverbend waiting just around the riverbend i look once more just about the riverbend beyond the shore where the gulls fly free don't know what for what i dream the day might send just around the riverbend for me coming for me i feel it there beyond those trees or right behind these waterfalls can i ignore that sound of distant drumming? for a handsome, sturdy husband who builds handsome, sturdy walls and never dreams that something might be coming just around the riverbend just around the riverbend i look once more just around the riverbend beyond the shore somewhere past the sea don't know what for why do all my dreams extend just around the riverbend just around the riverbend should i choose the smoothest course? steady as the beating drum should i marry kocoum? is all my dreaming at an end? or do you still wait for me, dream giver just around the riverbend? ",PRINCESS,Pocahontas ,pocahontas,1995,104
MID,is that my pocahontas? ,NON-P,Pocahontas ,grandmother willow,1995,105
MID,"grandmother willow, i need to talk to you. ",PRINCESS,Pocahontas ,pocahontas,1995,106
MID,"good morning, child. i was hoping you'd visit today. why, your mother's necklace! ",NON-P,Pocahontas ,grandmother willow,1995,107
MID,that's what i wanted to talk to you about. my father wants me to marry kocoum. ,PRINCESS,Pocahontas ,pocahontas,1995,108
MID,kocoum? but he's so serious. ,NON-P,Pocahontas ,grandmother willow,1995,109
MID,i know. my father thinks it's the right path for me. but lately i've been having this dream and i think it's— ,PRINCESS,Pocahontas ,pocahontas,1995,110
MID,"oh, a dream! let's hear all about it! ",NON-P,Pocahontas ,grandmother willow,1995,111
MID,quiet! quiet! ,NON-P,Pocahontas ,grandmother willow,1995,112
MID,"now, child, you were saying. ",NON-P,Pocahontas ,grandmother willow,1995,113
MID,"well, i'm running through the woods and then right there in front of me is an arrow. as i look at it, it starts to spin. ",PRINCESS,Pocahontas ,pocahontas,1995,114
MID,a spinning arrow? how unusual. ,NON-P,Pocahontas ,grandmother willow,1995,115
MID,yes! it spins faster and faster and faster until suddenly it stops. ,PRINCESS,Pocahontas ,pocahontas,1995,116
MID,"hmm. well, seems to me this spinning arrow is pointing you down your path. ",NON-P,Pocahontas ,grandmother willow,1995,117
MID,"but grandmother willow, what is my path? how am i ever going to find it? ",PRINCESS,Pocahontas ,pocahontas,1995,118
MID,your mother asked me the very same question. ,NON-P,Pocahontas ,grandmother willow,1995,119
MID,she did? what did you tell her? ,PRINCESS,Pocahontas ,pocahontas,1995,120
MID,"i told her to listen. all around you are spirits, child. they live in the earth, the water, the sky. if you listen, they will guide you. wind spirits ay ay ay na ay ay na ",NON-P,Pocahontas ,grandmother willow,1995,121
MID,i hear the wind. ,PRINCESS,Pocahontas ,pocahontas,1995,122
MID,"yes, what is it telling you? ",NON-P,Pocahontas ,grandmother willow,1995,123
MID,i don't understand. ,PRINCESS,Pocahontas ,pocahontas,1995,124
MID,que que natora you will understand listen with your heart you will understand let it break upon you like a wave upon the sand ,NON-P,Pocahontas ,grandmother willow,1995,125
MID,it's saying something's coming! strange clouds? ,PRINCESS,Pocahontas ,pocahontas,1995,126
MID,listen with your heart you will understand wind spirits you will understand ,NON-P,Pocahontas ,grandmother willow,1995,127
MID,what do you see? ,NON-P,Pocahontas ,grandmother willow,1995,128
MID,clouds. strange clouds. ,PRINCESS,Pocahontas ,pocahontas,1995,129
MID,"look at it, wiggins. an entire new world chock full of gold, just waiting for me. ",NON-P,Pocahontas ,ratcliffe  ,1995,130
MID,"and scores of adventures waiting for us, right, percy? do you think we'll meet some savages? ",NON-P,Pocahontas ,wiggins ,1995,131
MID,"if we do, we should be sure to give them a proper english greeting. ",NON-P,Pocahontas ,ratcliffe  ,1995,132
MID,"oh, gift baskets! ",NON-P,Pocahontas ,wiggins ,1995,133
MID,and he came so highly recommended. ,NON-P,Pocahontas ,ratcliffe  ,1995,134
MID,"it's perfect, governor. the water's deep enough, we can pull right up to shore. hey there, percy. ",PRINCE,Pocahontas ,john smith,1995,135
MID,"very well, then. give the order. ",NON-P,Pocahontas ,ratcliffe  ,1995,136
MID,"already done, sir. i've got a crew assembled and they're ready to go. ",PRINCE,Pocahontas ,john smith,1995,137
MID,"about the natives, i'm counting on you to make sure those filthy heathens don't disrupt our mission. ",NON-P,Pocahontas ,ratcliffe  ,1995,138
MID,"well, if they're anything like the savages i've fought before, it's nothing i can't handle. ",PRINCE,Pocahontas ,john smith,1995,139
MID,"right. that'll be all, smith, there's a good man. ",NON-P,Pocahontas ,ratcliffe  ,1995,140
MID,"see ya, percy. ",PRINCE,Pocahontas ,john smith,1995,141
MID,"the men like smith, don't they? i've never been a popular man. ",NON-P,Pocahontas ,ratcliffe  ,1995,142
MID,i like you. ,NON-P,Pocahontas ,wiggins ,1995,143
MID,and don't think i don't know what those backstabbers at court say about me. ,NON-P,Pocahontas ,ratcliffe  ,1995,144
MID,"oh yes, all that talk about you being a pathetic social climber who's failed at everything he's— ",NON-P,Pocahontas ,wiggins ,1995,145
MID,"i'm very well aware that this is my last chance for glory. but mark my words, wiggins, when king james see the gold these peasants unearth success will be mine, at last. ",NON-P,Pocahontas ,ratcliffe ,1995,146
MID,wake up! shake a leg! ,NON-P,Pocahontas ,ben ,1995,147
MID,it's incredible. ,NON-P,Pocahontas ,lon ,1995,148
MID,and it's all ours. i've never seen anything like it. ,NON-P,Pocahontas ,thomas ,1995,149
MID,"it can look like ratcliffe's knickers, for all i care, just as long as we get off this stinking boat. ",NON-P,Pocahontas ,ben ,1995,150
MID,"come on, men, we didn't come all this way just to look at it. ",PRINCE,Pocahontas ,john smith,1995,151
MID,"keep it taut, lads, keep it taut! steady, steady. ",NON-P,Pocahontas ,ben ,1995,152
MID,"ah, that's far enough! all right now, tie her off. ",NON-P,Pocahontas ,lon ,1995,153
MID,"here, john, tie up this end. john? john? what are you doing up there? ",NON-P,Pocahontas ,thomas ,1995,154
MID,getting a better look. ,PRINCE,Pocahontas ,john smith,1995,155
MID,"hey! well, you're a strangelooking fellow. you hungry? here you go, it's a biscuit. it's food. . . well, sort of. you like it, eh? well, try eating it for four months straight. you got a friend back there? ",PRINCE,Pocahontas ,john smith,1995,156
MID,john! you better get down here! the governor's coming ashore! ,NON-P,Pocahontas ,thomas ,1995,157
MID,"all right, all right, i'm leaving. ",PRINCE,Pocahontas ,john smith,1995,158
MID,"my brothers, we must know more about these visitors. kekata, what do you see? ",NON-P,Pocahontas ,powhatan ,1995,159
MID,"these are not men like us, but strange beasts with bodies that shine like the sun and weapons that spout fire and thunder. they prowl the earth like ravenous wolves consuming everything in their path. ",NON-P,Pocahontas ,kekata ,1995,160
MID,great powhatan. i will lead our warriors to the river and attack. we will destroy these invaders the way we destroyed the massawomecks. ,NON-P,Pocahontas ,kocoum ,1995,161
MID,"kocoum, in that battle we knew how to fight our enemy, but these pale visitors are strange to us. take some men to the river to observe them. let us hope they do not intend to stay. ",NON-P,Pocahontas ,powhatan ,1995,162
MID,"i hereby claim this land and all its riches in the name of his majesty king james the first, and do so name this settlement jamestown. ",NON-P,Pocahontas ,ratcliffe  ,1995,163
MID,"bravo! bravo! beautifully spoken, sir! hurry now, percy. we must be all squeaky clean for the new world. ",NON-P,Pocahontas ,wiggins ,1995,164
MID,"captain smith! it appears i've selected the perfect location, eh? not a savage in sight. ",NON-P,Pocahontas ,ratcliffe  ,1995,165
MID,"just because we don't see them doesn't mean they're not out there, sir. ",PRINCE,Pocahontas ,john smith,1995,166
MID,"well then, perhaps you should venture forth and determine their whereabouts, hmm? ",NON-P,Pocahontas ,ratcliffe  ,1995,167
MID,"if there are any indians out there, i'll find them. ",PRINCE,Pocahontas ,john smith,1995,168
MID,"now, gentlemen, to work. you men, get the ship unloaded. ",NON-P,Pocahontas ,ratcliffe  ,1995,169
MID,"right, sir. ",NON-P,Pocahontas ,englishman ,1995,170
MID,you men build the fort. the rest of you. . . break out the shovels! it's time to start digging. ,NON-P,Pocahontas ,ratcliffe  ,1995,171
MID,digging? ,NON-P,Pocahontas ,ben& lon ,1995,172
MID,"why, of course! let's not forget what the spanish found when they came to the new world. gold, mountains of it. why, for years they've been ravaging the new world of its most precious resources but now. . . it's our turn. the gold of cortéz the jewels of pizarro will seem like mere trinkets by this time tomorrow the gold we find here will dwarf them by far oh, with all ya got in ya, boys dig up virginia, boys mine, boys, mine, every mountain and dig, boys, dig ‘til ya drop grab a pick, boys quick, boys shove in a shovel uncover those lovely pebbles that sparkle and shine it's gold and it's mine, mine, mine ",NON-P,Pocahontas ,ratcliffe  ,1995,173
MID,dig and dig and dig and diggety dig and dig and dig and diggetydig. . . ,NON-P,Pocahontas ,englishmen  ,1995,174
MID,hey nonny nonny ho nonny nonny ,NON-P,Pocahontas ,wiggins ,1995,175
MID,"ooh, how i love it ",NON-P,Pocahontas ,ratcliffe  ,1995,176
MID,hey nonny nonny ho nonny nonny ,NON-P,Pocahontas ,wiggins ,1995,177
MID,riches for cheap ,NON-P,Pocahontas ,ratcliffe  ,1995,178
MID,hey nonny nonny ho nonny nonny ,NON-P,Pocahontas ,wiggins ,1995,179
MID,"there'll be heaps of it and i'll be on top of the heap my rivals back home it's not that i'm bitter but think how they'll squirm when they see how i glitter the ladies in court will be all atwitter the king will reward me he'll knight me no! lord me it's mine, mine, mine for the taking it's mine, boys mine me that gold with those nuggets dug it's glory they'll give me my dear friend king jimmy will probably build me a shrine when all of the gold is mine ",NON-P,Pocahontas ,ratcliffe  ,1995,180
MID,dig and dig and dig and diggety dig and dig and dig and diggetydig ,NON-P,Pocahontas ,englishmen  ,1995,181
MID,"all of my life i have searched for land like this one a wilder more challenging country i couldn't design hundreds of dangers await and i don't plan to miss one in a land i can claim, a land i can tame the greatest adventure is mine ",PRINCE,Pocahontas ,john smith,1995,182
MID,"keep on working, lads ",NON-P,Pocahontas ,ratcliffe  ,1995,183
MID,mine ,PRINCE,Pocahontas ,john smith,1995,184
MID,"don't be shirking, lads mine, boys, mine mine me that gold ",NON-P,Pocahontas ,ratcliffe  ,1995,185
MID,"dig, dig, and diggety ",NON-P,Pocahontas ,englishmen  ,1995,186
MID,beautiful gold ,NON-P,Pocahontas ,ratcliffe  ,1995,187
MID,"dig, dig, for that gold make this island my land ",NON-P,Pocahontas ,englishmen  ,1995,188
MID,"make the mounds big, boys i'd help you to dig, boys but i've got this crick in me spine ",NON-P,Pocahontas ,ratcliffe  ,1995,189
MID,this land we behold ,PRINCE,Pocahontas ,john smith,1995,190
MID,this beauty untold ,NON-P,Pocahontas ,ratcliffe  ,1995,191
MID,a man can be bold ,PRINCE,Pocahontas ,john smith,1995,192
MID,it all can be sold ,NON-P,Pocahontas ,ratcliffe  ,1995,193
MID,so go for the gold we know which is here ,NON-P,Pocahontas ,englishmen  ,1995,194
MID,is ,NON-P,Pocahontas ,ratcliffe  ,1995,195
MID,all the riches here ,NON-P,Pocahontas ,englishmen  ,1995,196
MID,mine ,NON-P,Pocahontas ,ratcliffe  ,1995,197
MID,from this minute ,NON-P,Pocahontas ,englishmen  ,1995,198
MID,mine ,NON-P,Pocahontas ,ratcliffe  ,1995,199
MID,this land and what's in it is ,NON-P,Pocahontas ,englishmen  ,1995,200
MID,mine ,NON-P,Pocahontas ,all  ,1995,201
MID,"dig and dig and diggetydig hey nonny nonny, it's mine ",NON-P,Pocahontas ,englishmen  ,1995,202
MID,"no, wait! please! please! don't run off. it's all right, i'm not gonna hurt you. here, let me help you out of there. ",PRINCE,Pocahontas ,john smith,1995,203
MID,mattaque natorath. ,PRINCESS,Pocahontas ,pocahontas,1995,204
MID,"you don't understand a word i'm saying, do you? it's all right. ",PRINCE,Pocahontas ,john smith,1995,205
MID,ay ay ay na ay ay na ,NON-P,Pocahontas ,wind spirit ,1995,206
MID,listen with your heart you will understand let it break upon you like a wave upon the sand ,NON-P,Pocahontas ,grandmother willow,1995,207
MID,who are you? ,PRINCE,Pocahontas ,john smith,1995,208
MID,listen with your heart you will understand ,NON-P,Pocahontas ,grandmother willow,1995,209
MID,pocahontas. ,PRINCESS,Pocahontas ,pocahontas,1995,210
MID,what? what did you say? ,PRINCE,Pocahontas ,john smith,1995,211
MID,my name is pocahontas. ,PRINCESS,Pocahontas ,pocahontas,1995,212
MID,i'm john smith. ,PRINCE,Pocahontas ,john smith,1995,213
MID,"that's it. keep at it, men. keep digging. it's got to be here somewhere. ",NON-P,Pocahontas ,ratcliffe  ,1995,214
MID,"there's thirty more of them, down by the ridge. ",NON-P,Pocahontas ,namontack  ,1995,215
MID,that makes more than a hundred. ,NON-P,Pocahontas ,kocoum ,1995,216
MID,anything yet? ,NON-P,Pocahontas ,ratcliffe  ,1995,217
MID,"nothing but rocks and dirt, sir. ",NON-P,Pocahontas ,thomas ,1995,218
MID,"um, how long are we gonna keep digging like this, sir? ",NON-P,Pocahontas ,lon ,1995,219
MID,"aye, we're slaving away, busting our backs, day and night— ",NON-P,Pocahontas ,ben ,1995,220
MID,"for king and country, i know, i know, and i share your fatigue. wiggins! wiggins! ",NON-P,Pocahontas ,ratcliffe  ,1995,221
MID,coming! ,NON-P,Pocahontas ,wiggins ,1995,222
MID,dispose of this. ,NON-P,Pocahontas ,ratcliffe  ,1995,223
MID,"who's a good doggy? who's a good doggy? fetch, boy! ",NON-P,Pocahontas ,wiggins ,1995,224
MID,"savages! it's an ambush, arm yourselves! ",NON-P,Pocahontas ,ratcliffe  ,1995,225
MID,run! ,NON-P,Pocahontas ,wiggins ,1995,226
MID,arm yourselves! make sure every man has a musket! shoot! ,NON-P,Pocahontas ,ratcliffe  ,1995,227
MID,"them, you idiot! where's that blasted smith when i need him? ",NON-P,Pocahontas ,ratcliffe  ,1995,228
MID,namontack! ,NON-P,Pocahontas ,kocoum ,1995,229
MID,back to the village! ,NON-P,Pocahontas ,kocoum ,1995,230
MID,"shut up, shut up, you fools! they'll be back. everyone back to camp. get the rest of the cannons ashore and finish building the fort! ",NON-P,Pocahontas ,ratcliffe  ,1995,231
MID,"aye, governor! ",NON-P,Pocahontas ,ben ,1995,232
MID,and you! learn to use that thing properly. a man's not a man unless he knows how to shoot. ,NON-P,Pocahontas ,ratcliffe  ,1995,233
MID,"these beasts invade our shores, and now this. ",NON-P,Pocahontas ,powhatan ,1995,234
MID,this wound is strange to me. ,NON-P,Pocahontas ,kekata ,1995,235
MID,"we will fight this enemy, but we cannot do it alone. kocoum, send messengers to every village in our nation. we will call on our brothers to help us fight. ",NON-P,Pocahontas ,powhatan ,1995,236
MID,these white men are dangerous! no one is to go near them. ,NON-P,Pocahontas ,powhatan ,1995,237
MID,it's called a helmet. ,PRINCE,Pocahontas ,john smith,1995,238
MID,helmet. ,PRINCESS,Pocahontas ,pocahontas,1995,239
MID,"so, what river is this? ",PRINCE,Pocahontas ,john smith,1995,240
MID,quiyoughcohannock. ,PRINCESS,Pocahontas ,pocahontas,1995,241
MID,you have most unusual names here. chicahominy. quiyough quiyoughcohannock. pocahontas. ,PRINCE,Pocahontas ,john smith,1995,242
MID,"you have the most unusual name, too. john smith. ",PRINCESS,Pocahontas ,pocahontas,1995,243
MID,hey! is this bottomless pit a friend of yours? ,PRINCE,Pocahontas ,john smith,1995,244
MID,meeko! ,PRINCESS,Pocahontas ,pocahontas,1995,245
MID,"well, how do you do, meeko? it's all right, it's just a handshake. here, let me show you. ",PRINCE,Pocahontas ,john smith,1995,246
MID,nothing's happening. ,PRINCESS,Pocahontas ,pocahontas,1995,247
